,title,spec_list,price,rate,opinion
124,네이처리퍼블릭 아르간 에센셜 딥 케어 샴푸 1000ml,"'손상 모발용', '일반샴푸', '머릿결개선', '세정력', '촉촉함(수분공급)', '모발영양'","20,500원",4.8,"1,599"
125,려 자양윤모 지성용 샴푸 400ml,"'모든 모발용', '세정력', '모발영양'","5,880원",4.7,"2,085"
126,팬틴 PRO-V 헤어스파 극손상 케어 샴푸 500ml,"'염색 모발용', '웨이브 모발용', '손상 모발용', '일반샴푸', '손상케어'","3,970원",4.7,"1,140"
127,미쟝센 에이징 케어 파워베리 샴푸 680ml,"'가는 모발용', '모든 모발용', '일반샴푸', '향', '볼륨효과'","3,140원",4.8,918
128,청미정 박하 쿨 샴푸 500ml,"'두피샴푸', '촉촉함(수분공급)', '세정력'","31,000원",4.7,"3,209"
129,앙방 약산성 퍼퓸 샴푸 체리블라썸 550ml,"'지성', '건성', '민감성', '모든 모발용', '일반샴푸', '탈모샴푸', '천연샴푸', '비듬샴푸', '두피샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '트러블케어', '각질케어', '유분제거', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '비듬케어', '약산성', '볼륨효과', '손상케어', '모발영양'","19,900원",4.7,609
130,엘라스틴 프로틴클리닉 10000 단백질 고영양 샴푸 1000ml,"'모든 모발용', '일반샴푸', '머릿결개선', '향', '촉촉함(수분공급)', '약산성', '모발영양'","8,510원",4.8,31
131,엘라스틴 퍼퓸 퓨어 브리즈 샴푸 600ml,"'건성', '퍼퓸샴푸', '향'","2,970원",4.7,"2,554"
132,바티스트 드라이 샴푸 클린& 클래식 오리지널 200ml,"'모든 모발용', '드라이샴푸', '세정력', '향', '유분제거'","7,110원",4.7,"3,143"
133,아윤채 리밸런싱 샴푸 프레시 500g,"'일반샴푸', '세정력', '향', '상쾌함', '트러블케어', '유분제거', '청량감', '실리콘 프리'","39,900원",4.8,963
134,폴텐 지루성두피염 비듬샴푸 200ml,"'일반샴푸', '세정력', '저자극', '각질케어', '파라벤 프리', '비듬케어', '약산성'","33,150원",4.6,"2,225"
135,제이숲 딥 그린 제이 어성초 건성 민감성 두피용 샴푸바 100g,"'건성', '민감성', '산성샴푸', '세정력', '풍부한 거품', '저자극', '계면활성제 프리', '약산성', '모발영양'","7,890원",4.9,287
136,올뉴 플러스 TS 샴푸 500ml,"'지성', '건성', '민감성', '가는 모발용', '염색 모발용', '웨이브 모발용', '손상 모발용', '모든 모발용'","14,380원",4.6,"9,005"
137,피토페시아 헤어 부스팅 샴푸 1000ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '상쾌함', '촉촉함(수분공급)', '각질케어', '청량감', '볼륨효과', '모발영양'","75,000원",4.8,299
138,코츠비 약산성 맥주효모 지성 두피 로즈 천연 샴푸 500ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '각질케어', '유분제거', '실리콘 프리', '비듬케어', '약산성'","18,900원",4.6,159
139,모다모다 모더블랙 샴푸 500ml,"'모든 모발용', '두피샴푸', '머릿결개선', '세정력', '풍부한 거품', '상쾌함', '저자극', '촉촉함(수분공급)', '각질케어', '유분제거', '청량감', '비듬케어', '볼륨효과', '손상케어', '모발영양'","39,700원",4.4,92
140,아보리덤 편백 그대로 샴푸 500ml,"'모든 모발용', '일반샴푸', '탈모샴푸', '산성샴푸', '머릿결개선', '세정력', '풍부한 거품', '저자극', '촉촉함(수분공급)', '유분제거', '비듬케어', '약산성'","25,540원",4.9,113
141,미쟝센 스킨 케어 퍼퓸 샴푸 블랑쉬 엔 우디 900ml,"'퍼퓸샴푸', '세정력', '향', '촉촉함(수분공급)'","9,960원",4.9,792
142,드봉 차밍 샴푸 730ml,"'모든 모발용', '일반샴푸', '향'","2,430원",4.7,275
143,스칼프메드 블루캡슐바이옴 솔트 샴푸 400ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '트러블케어', '각질케어', '유분제거', '청량감'","19,900원",4.5,145
144,더마힐 헤어 컨디셔닝 샴푸 플러스 1000ml,"'모든 모발용', '일반샴푸', '세정력', '상쾌함', '각질케어', '약산성'","90,000원",4.9,"1,275"
145,솔랩 퓨어 테라피 지성 샴푸 300ml,"'지성', '민감성', '건선/피부염성', '모든 모발용', '일반샴푸', '천연샴푸', '비듬샴푸', '두피샴푸', '세정력', '풍부한 거품', '상쾌함', '저자극', '유분제거', '모발영양'","25,000원",5.0,510
146,다비네스 내추럴 테크 퓨리파잉 건성 지성 두피용 샴푸 250ml,"'지성', '건성', '비듬샴푸', '세정력', '각질케어', '파라벤 프리', '비듬케어'","31,200원",4.6,"1,444"
147,복스 헤어 샴푸 1500ml,"'손상 모발용', '일반샴푸', '약산성'","4,850원",4.7,"1,535"
148,려 EM 맥주홉 샴푸 820ml,"'일반샴푸', '세정력', '풍부한 거품', '향', '상쾌함', '계면활성제 프리', '실리콘 프리', '약산성', '모발영양'","10,170원",4.7,735
149,헤드앤숄더 쿨 멘솔 샴푸 550ml,"'모든 모발용', '일반샴푸', '비듬샴푸', '비듬케어'","5,800원",4.7,"2,016"
150,비에티 엘라비 네추럴 샴푸 1000ml,"'모든 모발용', '일반샴푸', '세정력', '향', '저자극', '촉촉함(수분공급)', '트러블케어', '유분제거', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '약산성'","28,000원",5.0,61
151,아미노 비오틴 올파워풀 샴푸 500ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '저자극', '촉촉함(수분공급)', '유분제거', '약산성'","14,890원",4.8,472
152,닥터포헤어 세범 컨트롤 드라이 샴푸 150ml,"'모든 모발용', '드라이샴푸', '세정력', '상쾌함', '유분제거', '청량감'","8,100원",4.4,189
153,아베다 샴퓨어 너쳐링 샴푸 1000ml,"'모든 모발용', '일반샴푸', '촉촉함(수분공급)'","59,460원",4.8,"1,264"
154,닥터그루트 힘없는 모발용 샴푸 870ml,"'모든 모발용', '탈모샴푸', '두피샴푸', '세정력', '풍부한 거품', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '볼륨효과'","31,000원",4.6,"1,734"
155,글라디올 헤어컬러 샴푸 180ml,"'모든 모발용', '저자극', '염색'","28,000원",4.4,"3,343"
156,밀크바오밥 세라 샴푸 플로라부케 1200ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '촉촉함(수분공급)', '모발영양'","11,820원",4.6,403
157,미쟝센 퍼펙트 세럼 슈퍼리치 샴푸 680ml,"'모든 모발용', '손상케어', '모발영양'","3,250원",4.8,"1,333"
158,미쟝센 살롱 플러스 클리닉 10 손상모발용 샴푸 500ml,"'손상 모발용', '모든 모발용', '일반샴푸', '머릿결개선', '풍부한 거품', '촉촉함(수분공급)', '약산성', '손상케어', '모발영양'","7,030원",4.7,"2,940"
159,비어랩 독일 맥주효모 샴푸 490ml,"'모든 모발용', '탈모샴푸', '세정력', '풍부한 거품', '모발영양'","14,980원",4.7,"2,904"
160,밀크바오밥 세라 샴푸 베이비 파우더 1200ml,"'모든 모발용', '산성샴푸', '머릿결개선', '향', '촉촉함(수분공급)', '각질케어', '약산성', '모발영양'","11,960원",4.7,"1,138"
161,케라시스 프로폴리스 에너지 플러스 샴푸 1000ml,"'지성', '건성', '민감성', '가는 모발용', '염색 모발용', '웨이브 모발용', '손상 모발용', '모든 모발용', '일반샴푸', '두피샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '촉촉함(수분공급)', '유분제거', '청량감', '파라벤 프리', '약산성', '볼륨효과', '손상케어', '모발영양'","4,890원",4.7,842
162,프레시팝 만다린 유자 비듬케어 샴푸 500ml,"'모든 모발용', '비듬샴푸', '비듬케어'","4,810원",4.7,"3,851"
163,아모스 베이직 딥 클린 밸런싱 샴푸 1000ml,"'모든 모발용', '일반샴푸', '촉촉함(수분공급)'","8,830원",4.7,"1,589"
164,셀럽바이재클린 리바이탈라이징 샴푸 4종 세트,"'일반샴푸', '세정력', '향', '상쾌함', '각질케어', '파라벤 프리', '실리콘 프리', '약산성', '모발영양'","38,990원",4.8,"1,976"
165,마녀공장 허브그린 샴푸 1000ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '약산성', '모발영양'","16,400원",4.7,930
166,젠시 내추럴 샴푸 330ml,"'모든 모발용', '천연샴푸', '세정력', '풍부한 거품', '실리콘 프리', '약산성'","33,000원",4.8,"2,766"
167,록시땅 퓨리파잉 프레쉬니스 샴푸 500ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '촉촉함(수분공급)', '모발영양'","31,600원",4.9,514
168,닥터그루트 비듬 각질케어 샴푸 400ml,"'모든 모발용', '세정력', '각질케어', '비듬케어'","16,360원",4.8,"1,258"
169,아베다 인바티 어드밴스드 엑스폴리에이팅 샴푸 200ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '각질케어', '모발영양'","25,270원",4.8,"1,050"
170,댄트롤 프레쉬 애플 샴푸 820ml,"'비듬샴푸', '두피샴푸', '촉촉함(수분공급)', '상쾌함', '지성'","3,590원",4.7,"2,420"
171,아베다 체리 아몬드 소프트닝 샴푸 1000ml,"'모든 모발용', '일반샴푸', '머릿결개선', '향', '촉촉함(수분공급)', '파라벤 프리', '실리콘 프리', '모발영양'","50,290원",4.8,479
172,비욘드 프로페셔널 디펜스 샴푸 450ml,"'모든 모발용', '두피샴푸', '세정력', '상쾌함', '촉촉함(수분공급)', '청량감', '모발영양'","14,540원",4.8,"1,433"
173,프리메라 그린티 바이옴 스칼프 쿨링 샴푸 380ml,"'일반샴푸', '세정력', '풍부한 거품', '향', '상쾌함', '청량감', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '모발영양'","18,480원",4.8,247
174,라로슈포제 키리움 샴푸 200ml,"'가는 모발용', '머릿결개선', '일반샴푸'","23,880원",4.7,"2,249"
175,미쟝센 살롱 플러스 클리닉 10 극손상 모발용 샴푸 990ml,"'손상 모발용', '모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '촉촉함(수분공급)', '약산성', '손상케어', '모발영양'","14,990원",4.8,491
176,케라시스 엑스트라 데미지케어 샴푸 2000g(리필),"'일반샴푸', '머릿결개선', '세정력', '향'","5,020원",4.7,694
177,에리제론 올인원 비건 샴푸바 핑크클레이 120g,"'모든 모발용', '천연샴푸', '두피샴푸', '샴푸바', '세정력', '풍부한 거품', '저자극', '촉촉함(수분공급)', '유분제거', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '약산성'","19,100원",4.6,274
178,미엘 프로페셔널 스캘프 샴푸 800ml,"'모든 모발용', '일반샴푸', '세정력'","33,000원",4.8,176
179,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,"'가는 모발용', '모든 모발용', '세정력', '상쾌함', '청량감', '볼륨효과'","19,210원",4.8,795
180,레삐 내추럴 퓨어 샴푸 1000ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '파라벤 프리', '실리콘 프리', '약산성', '손상케어', '모발영양'","50,000원",4.8,"1,098"
181,알페신 플란투어39 파이토 카페인 샴푸 250ml,"'가는 모발용', '일반샴푸', '두피샴푸'","9,530원",4.7,"1,189"
182,청춘두피 청소년 두피 쿨링 샴푸 500ml,"'모든 모발용', '일반샴푸', '풍부한 거품', '향', '저자극', '트러블케어', '유분제거', '청량감'","13,900원",4.7,181
183,로레알파리 헤어 스파 딥 너리싱 샴푸 1500ml,"'손상 모발용', '일반샴푸', '촉촉함(수분공급)'","13,060원",4.8,895
184,서울화장품 LPP 클리닉 앤 칼라 산성 샴푸 1000ml,"'모든 모발용', '비듬샴푸', '산성샴푸', '비듬케어'","3,900원",4.7,"2,010"
185,노비드 아유르베다 쿨멘솔 샴푸 700ml,"'지성', '모든 모발용', '일반샴푸', '비듬샴푸', '두피샴푸', '세정력', '상쾌함', '촉촉함(수분공급)', '청량감', '비듬케어'","2,670원",4.7,780
186,닥터그루트 마이크로바이옴 캡슐 샴푸 180ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '유분제거', '손상케어', '모발영양'","5,940원",4.6,350
187,클로란 퀴닌 비타민 B 샴푸 400ml,"'모든 모발용', '머릿결개선', '손상 모발용'","9,040원",4.6,347
188,에스테티카 실크 클리어링 샴푸 1500ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '저자극', '촉촉함(수분공급)', '손상케어', '모발영양'","6,950원",4.7,"1,224"
189,미쟝센 헤어 테라피 샤이닝 모이스처 샴푸 2000ml(리필)," '건성', '촉촉함(수분공급)', '모발영양'","4,840원",4.7,293
190,알페신 카페인 샴푸 C1 250ml,"'모든 모발용', '일반샴푸', '머릿결개선', '상쾌함', '촉촉함(수분공급)'","5,750원",4.7,"4,284"
191,애터미 앱솔루트 샴푸 500ml,"'모든 모발용', '한방샴푸', '모발영양'","13,190원",4.7,655
192,로레알프로페셔널 실버 애쉬 샴푸 300ml,"'모든 모발용', '모발영양', '향'","20,800원",4.6,925
193,케라시스 스위트 앤 플라워리 퍼퓸 샴푸 1000ml,"'모든 모발용', '일반샴푸', '향'","4,090원",4.7,"1,237"
194,팬틴 PRO-V  엑스트라 볼륨 샴푸 500ml,"'모든 모발용', '촉촉함(수분공급)', '볼륨효과'","3,880원",4.6,224
195,바론 모링가 리페어링 샴푸 1000ml,"'건성', '손상 모발용', '모든 모발용', '일반샴푸', '비듬샴푸', '머릿결개선', '세정력', '풍부한 거품', '상쾌함', '저자극', '촉촉함(수분공급)', '각질케어', '유분제거', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '비듬케어', '약산성', '볼륨효과', '손상케어', '모발영양'","13,120원",4.7,"5,160"
196,프레시팝 제주 녹차 우려낸 샴푸 지성 두피용 700ml,"'지성', '일반샴푸', '향', '촉촉함(수분공급)', '파라벤 프리', '실리콘 프리'","6,670원",4.8,412
197,훼밀리 클렌징 샴푸 1000ml,"'건성', '염색 모발용', '모든 모발용', '두피샴푸', '촉촉함(수분공급)'","8,120원",4.6,"1,955"
198,시세이도프로페셔널 서브리믹 아쿠아 인텐시브 손상 모발용 샴푸 450ml(리필),"'손상 모발용', '일반샴푸', '머릿결개선', '세정력', '향', '촉촉함(수분공급)', '모발영양'","31,680원",4.8,110
199,엘라스틴 토탈 리페어 샴푸 마카다미아 콜라겐 1800ml,"'모든 모발용', '일반샴푸', '세정력', '향', '촉촉함(수분공급)', '손상케어', '모발영양'","6,690원",5.0,"1,645"
200,박준 애씨드 산성 샴푸 1500ml,"'지성', '건성', '민감성', '건선/피부염성', '가는 모발용', '염색 모발용', '웨이브 모발용', '손상 모발용', '모든 모발용', '일반샴푸', '산성샴푸', '두피샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '트러블케어', '각질케어', '유분제거', '청량감', '파라벤 프리', '비듬케어', '약산성', '볼륨효과', '손상케어', '모발영양'","16,900원",4.7,"1,401"
201,메르센보떼 컬러 체인지 염색샴푸 150ml,"'모든 모발용', '일반샴푸', '세정력', '저자극', '촉촉함(수분공급)', '파라벤 프리', '볼륨효과'","16,220원",4.0,12
202,홈로즈 맥주 효모 샴푸 300ml,"'모든 모발용', '일반샴푸', '두피샴푸', '머릿결개선', '촉촉함(수분공급)', '모발영양'","11,096원",4.6,"8,798"
203,도브 너리싱 오일 케어 샴푸 680ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '촉촉함(수분공급)', '모발영양'","3,390원",4.7,504
204,비욘드 힐링포스 스캘프 클리닉 샴푸 600ml,"'모든 모발용', '일반샴푸', '두피샴푸'","21,500원",4.7,"1,092"
205,라노아 내추럴 스칼프 테라피 샴푸 500ml,"'모든 모발용', '탈모샴푸', '비듬샴푸', '머릿결개선', '풍부한 거품', '저자극', '트러블케어', '비듬케어', '약산성', '손상케어', '모발영양'","26,100원",4.4,"1,912"
206,살림백서 오푼티아 앤 밤부 샴푸 유칼립투스향 1000ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '각질케어', '유분제거', '파라벤 프리', '실리콘 프리', '약산성', '볼륨효과', '모발영양'","13,900원",4.8,104
207,려 흑운 모근 영양 샴푸 400ml,"'모든 모발용', '볼륨효과', '모발영양'","3,760원",4.7,"2,098"
208,애터미 한방 샴푸 500ml,"'일반샴푸', '세정력', '모발영양',약산성'","8,990원",4.7,703
209,로레알파리 헤어스파 DX 샴푸 1500ml,"'두피샴푸', '세정력', '각질케어'","10,230원",4.8,586
210,닥터지 두피랩 스케일링 샴푸 500g,"'일반샴푸', '세정력', '향', '상쾌함', '저자극', '각질케어', '비듬케어', '약산성'","17,350원",4.7,127
211,라베나 헤어 리커버리 15 리바이탈 샴푸 500ml,"'모든 모발용', '탈모샴푸', '두피샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '촉촉함(수분공급)', '트러블케어', '각질케어', '유분제거', '약산성', '볼륨효과', '손상케어', '모발영양'","26,850원",4.4,"5,158"
212,미쟝센 퍼펙트 세럼 스타일링 샴푸 680ml,"'일반샴푸', '세정력', '머릿결개선'","3,100원",4.8,"1,103"
213,쿤달 허니 앤 마카다미아  네이처 샴푸 베이비파우더 1058ml,"'일반샴푸', '세정력', '풍부한 거품', '향', '저자극', '파라벤 프리'","14,970원",4.7,"2,033"
214,르네휘테르 트리파직 앰플 샴푸 600ml,"'모든 모발용', '세정력', '풍부한 거품', '약산성', '모발영양'","43,920원",4.7,969
215,키라니아 단백질 볼륨 샴푸 500ml,"'모든 모발용', '일반샴푸', '세정력'","5,770원",4.7,"2,128"
216,닥터아돌 메덴스 샴푸 250ml,"'모든 모발용', '비듬케어', '모발영양'","27,500원",4.6,"7,424"
217,뉴스킨 에포크 댄드프리 샴푸 250ml,"'모든 모발용', '비듬케어', '비듬샴푸'","15,370원",4.7,661
218,케라시스 체리 블라썸 퍼퓸 샴푸 1000ml,"'지성', '건성', '민감성', '가는 모발용', '염색 모발용', '웨이브 모발용', '손상 모발용', '모든 모발용', '일반샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '촉촉함(수분공급)', '유분제거', '청량감', '파라벤 프리', '약산성', '볼륨효과', '손상케어', '모발영양'","6,490원",4.7,"3,338"
219,제이숲 딥 그린 제이 유근피 지성 복합성 두피용 샴푸바 100g,"'지성', '산성샴푸', '세정력', '풍부한 거품', '향', '저자극', '각질케어', '유분제거', '계면활성제 프리', '약산성'","7,890원",4.9,56
220,엘라스틴 데일리 모이스처 샴푸 1500ml,"'모든 모발용', '일반샴푸', '촉촉함(수분공급)', '모발영양'","5,990원",4.7,"2,367"
221,리엔 자윤 모근강화 중건성 샴푸 950ml,"'모든 모발용', '촉촉함(수분공급)', '손상케어'","6,090원",4.6,"1,350"
222,밀본 제밀 프란 다이아 샴푸 1000ml(리필),"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '계면활성제 프리', '모발영양'","31,800원",4.9,43
223,밀크바오밥 세라  피오니머스크  샴푸 1200ml,"'모든 모발용', '일반샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '유분제거', '약산성', '모발영양'","11,820원",4.9,112
224,스킨젠 에코글램 스칼프 클렌징 샴푸 가든플로럴 1000ml,"'모든 모발용', '촉촉함(수분공급)', '향', '약산성', '파라벤 프리', '실리콘 프리'","10,250원",4.7,"1,380"
225,프레시팝 유칼립투스 두피 딥 클렌징 샴푸 500ml,"'모든 모발용', '촉촉함(수분공급)', '두피샴푸'","4,950원",4.7,"2,701"
226,동구밭 올바른 쿨링용 샴푸바 100g,"'지성', '건성', '가는 모발용', '천연샴푸', '샴푸바', '상쾌함', '청량감', '계면활성제 프리', '파라벤 프리', '약산성'","8,550원",4.7,"4,239"
227,뉴스킨 에포크 아바 푸이 모니 샴푸 앤 라이트 컨디셔너 750ml,"'염색 모발용', '손상 모발용', '모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '비듬케어', '모발영양'","32,540원",4.8,516
228,닥터그루트 애딕트 자스민 샴푸 680ml,"'모든 모발용', '세정력', '풍부한 거품', '향', '촉촉함(수분공급)', '모발영양'","31,850원",4.6,906
229,더마힐 헤어 컨디셔닝 샴푸 릴렉스 플러스 500ml,"'일반샴푸', '세정력', '각질케어', '약산성', '모발영양'","55,000원",4.8,344
230,미쟝센 스칼프 케어 샴푸 680ml,"'두피샴푸', '촉촉함(수분공급)', '약산성'","2,890원",4.8,"2,968"
231,파놀라 노옐로우 보색샴푸 1000ml,"'염색 모발용', '향', '저자극'","22,400원",4.7,"1,884"
232,려 순한 두피 저자극 건성용 샴푸 400ml,"'건성', '두피샴푸', '촉촉함(수분공급)'","4,500원",4.7,"1,345"
233,네버세이굿바이 리얼 퍼포먼스 샴푸 300ml,"'모든 모발용', '비듬샴푸', '두피샴푸', '비듬케어'","38,000원",4.7,742
234,미쟝센 체리블라썸 퍼퓸 샴푸 1100ml,"'모든 모발용', '퍼퓸샴푸', '향'","4,630원",4.7,"1,757"
235,LOMA 너리싱 샴푸 355ml,"'손상 모발용', '천연샴푸', '머릿결개선', '풍부한 거품', '계면활성제 프리', '파라벤 프리', '모발영양'","26,000원",4.7,"1,367"
236,헤드스파7 노워시 샴푸 100ml,"'모든 모발용', '드라이샴푸', '세정력', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '유분제거', '약산성', '볼륨효과'","9,440원",4.5,970
237,도브 스칼프 너리싱 샴푸 680ml,"'모든 모발용', '일반샴푸', '머릿결개선', '모발영양'","3,640원",4.7,662
238,엘라스틴 마린콜라겐 탱글볼륨 샴푸 680ml,"'모든 모발용', '볼륨효과', '머릿결개선'","4,090원",4.7,483
239,LOMA 모이스처라이징 샴푸 1L,"'건성', '천연샴푸', '머릿결개선', '촉촉함(수분공급)'","45,370원",4.8,884
240,더마힐 헤어 컨디셔닝 샴푸 플러스 500ml,"'모든 모발용', '일반샴푸', '세정력', '상쾌함', '각질케어', '약산성'","55,000원",4.8,582
241,미쟝센 스킨케어 퍼퓸 샴푸 튜베로즈앤자스민향 900ml,"'모든 모발용', '두피샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '촉촉함(수분공급)', '청량감'","9,990원",4.9,395
242,아렌시아 고그린헤어 샴푸바 80g,"'비듬샴푸', '비듬케어', '파라벤 프리', '실리콘 프리'","10,990원",4.8,678
243,쿤달 티트리 앤 마카다미아 딥 클렌징 지성 샴푸 베이비 파우더 500ml,"'모든 모발용', '일반샴푸', '퍼퓸샴푸', '세정력', '향', '각질케어', '유분제거', '청량감'","8,010원",4.6,"1,622"
244,LUSH 대디오 샴푸 250g,"'건성', '염색 모발용', '일반샴푸'","35,340원",4.8,"1,177"
245,헤드앤숄더 울트라 쿨 멘솔 샴푸 1200ml,"'비듬샴푸', '세정력', '촉촉함(수분공급)', '비듬케어'","10,390원",4.7,464
246,라보에이치 프로바이오틱스 탈모증상완화 두피쿨링 샴푸 400ml,"'모든 모발용', '두피샴푸', '세정력', '풍부한 거품', '향', '상쾌함', '촉촉함(수분공급)', '유분제거', '실리콘 프리', '비듬케어', '약산성'","12,340원",4.6,"1,065"
247,달리프 클로렐라 베러루트 릴렉싱 샴푸 1000ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '저자극', '각질케어', '유분제거', '약산성', '볼륨효과', '모발영양'","17,640원",4.7,686
248,뉴스킨 에이지락 뉴트리올 스칼프 앤 헤어 샴푸 200ml,"'모든 모발용', '일반샴푸', '세정력', '볼륨효과'","28,980원",4.7,404
249,아윤채 리프레싱 샴푸 500g,"'일반샴푸', '세정력', '상쾌함', '각질케어', '유분제거', '청량감', '비듬케어'","37,000원",4.8,417
250,댕기머리 뉴골드 샴푸 500ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '향', '상쾌함', '청량감', '손상케어', '모발영양'","15,360원",4.8,907
251,브로앤팁스 알파비오틴 뿌리볼륨 샴푸 500ml,"'일반샴푸', '세정력', '향', '실리콘 프리', '약산성', '볼륨효과', '모발영양'","9,300원",4.8,"1,049"
252,클리어 드라이 스칼프 이치 컨트롤 샴푸 650ml,"'모든 모발용', '일반샴푸', '머릿결개선', '상쾌함'","4,290원",4.7,508
253,려 헤리티지 진저비타 샴푸 585ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '촉촉함(수분공급)', '각질케어', '유분제거', '실리콘 프리', '비듬케어', '약산성', '모발영양'","12,600원",4.7,398
254,케라스타즈 방 제네시스 리치 건성 가는 모발용 샴푸 500ml,"'건성', '가는 모발용', '일반샴푸', '머릿결개선', '향', '볼륨효과', '모발영양'","55,000원",4.8,691
255,위드보스 브리즈 샴푸 300ml,"'모든 모발용', '일반샴푸', '촉촉함(수분공급)'","13,500원",4.7,473
256,오가니스트 히말라야 핑크솔트 담은샴푸 500ml,"'모든 모발용', '촉촉함(수분공급)', '파라벤 프리', '실리콘 프리'","5,340원",4.7,860
257,어헤즈 스파 쿨링 샴푸 250ml,"'모든 모발용', '일반샴푸', '비듬샴푸', '두피샴푸', '세정력', '각질케어', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '약산성'","11,250원",4.4,"5,991"
258,암웨이 새티니크 스무드 모이스처 샴푸 750ml,"'모든 모발용', '촉촉함(수분공급)', '모발영양'","22,480원",4.8,476
259,메디올 두피청정샴푸 800ml,"'지성', '건성', '민감성', '탈모샴푸', '비듬샴푸', '두피샴푸', '머릿결개선', '세정력', '풍부한 거품', '각질케어', '유분제거', '청량감', '비듬케어', '약산성'","38,260원",4.8,233
260,리엔 닥터그루트 애딕트 샴푸 블랑쉬 머스크 680ml,"'탈모샴푸', '비듬샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '트러블케어', '각질케어', '유분제거', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '비듬케어', '볼륨효과'","31,690원",4.7,155
261,알페신 더블 이펙트 샴푸 200ml,"'모든 모발용', '비듬샴푸', '비듬케어'","8,280원",4.7,"1,099"
262,닥터그루트 애딕트 튜베로즈 블룸 샴푸 680ml,"'모든 모발용', '일반샴푸', '향', '유분제거', '비듬케어'","22,000원",4.8,21
263,케라시스 두피 프레쉬 쿨 샴푸 750ml,"'지성', '건성', '민감성', '가는 모발용', '염색 모발용', '웨이브 모발용', '손상 모발용', '모든 모발용', '일반샴푸', '두피샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '촉촉함(수분공급)', '유분제거', '청량감', '파라벤 프리', '비듬케어', '약산성', '볼륨효과', '손상케어', '모발영양'","2,880원",4.7,861
264,멜라루카 허벌 샴푸 946ml,"'모든 모발용', '머릿결개선', '세정력', '촉촉함(수분공급)', '모발영양'","23,600원",4.7,430
265,ATS 리페어 스파 샴푸 1000ml,"'모든 모발용', '일반샴푸', '비듬샴푸', '산성샴푸', '머릿결개선', '세정력', '풍부한 거품', '상쾌함', '촉촉함(수분공급)', '청량감', '손상케어', '모발영양'","29,480원",4.8,123
266,알페신 카페인 샴푸 하이브리드 250ml,"'모든 모발용', '민감성', '촉촉함(수분공급)'","7,080원",4.7,"1,608"
